9996.15359923,9534.61513169,249,300
9892.85702177,9801.70056412,249,200
10030.1419758,9851.37081832,249,150
10153.9207059,8790.02009592,249,1250
10221.6463042,9684.78995935,249,350
10009.0172456,9926.6126553,249,100
9983.51049096,9790.40751726,249,200
10169.8095629,10169.8095629,249,0
10052.7928366,10052.7928366,249,0
9917.05882353,9879.41176471,249,50
9993.44751973,9855.88021333,249,150
9985.99099099,9985.99099099,249,0
9930.07441911,9763.74487095,249,150
10133.1341211,9459.6645507,249,550
9998.8301119,9753.15361139,249,250
10016.7684091,9851.68348427,249,100
9970.71895425,9927.25490196,249,50
9963.42784609,9729.45347253,249,350
9949.39488854,9864.04457006,249,150
9980.34927143,9959.52438204,249,50
9974.17582418,9897.09576138,249,100
10007.7961044,9954.32284108,249,50
10067.6954733,10067.6954733,249,0
10281.0447167,10133.4107911,249,100
10100.7957524,10100.7957524,249,0
8524.99988527,1962.49988527,249,1750
9758.32681212,7358.95364552,249,2550
9830.73497682,7742.20612237,249,2700
10081.9362872,5203.76887361,249,4550
9874.91694352,7921.29568106,249,3050
14877.8696058,6108.02208852,249,2450
11639.3061017,3185.70247943,249,4850
9652.01910179,6246.29564393,249,3500
9373.07115378,5288.08069903,249,4500
8721.81328546,5600.35906643,249,3350
10734.4186047,6104.65116279,249,3150
7586.95735953,73.913550728,242,3600
11883.0753457,5716.15068111,249,2750
9871.9347827,5862.39778588,249,4500
13039.285819,6285.71425811,249,3050
8548.08917197,5235.98726115,249,4000
9336.15987714,4951.5402269,249,4750
11407.6944351,2530.00955492,249,5100
6310.9083539,5358.42257169,242,4600
8122.66666667,7037.66666667,249,4650
9263.75384176,6658.89346899,249,3950
9963.50129404,9769.86433688,249,500
9981.8103285,9779.29594768,249,250
9979.69848437,9979.69848437,249,0
10045.2075388,9277.07717921,249,700
9996.51002161,9844.46841959,249,200
15630.4667523,11918.4308647,249,200
10072.870249,9935.84534731,249,150
9989.34727231,9901.48921746,249,100
10027.6603396,9982.02511678,249,50
9946.72801636,9839.9795501,249,150
9931.70078845,9465.9432825,249,650
9989.25602561,9989.25602561,249,0
9960.39999556,9812.22221778,249,100
10270.8829112,9528.92007032,249,300
9940.29747498,9570.99339229,249,450
10138.2622404,9606.55492978,249,400
10142.4704188,9684.6023731,249,300
9951.19670181,9363.13167607,249,950
10418.8709509,10418.8709509,249,0
10163.8054547,9065.57576236,249,550
11025.1082251,8380.73593074,249,950
9950.0,9916.17647059,249,50
9663.53658537,9500.12195122,249,500
9770.98976109,9729.35153584,249,50
9934.49492284,9700.18671866,249,350
9928.07195938,9705.39613076,249,200
9930.01829324,9662.31755313,249,300
10011.9592103,9665.60568523,249,400
10101.3223936,9937.6215963,249,100
10022.9130353,9577.69564527,249,400
10040.6266597,9799.73218346,249,250
10130.9999743,9447.0001111,249,300
9860.17401392,9657.52320186,249,350
9953.69458128,9801.37931034,249,200
10046.1904762,9983.33333333,249,50
9948.05962012,9744.17887928,249,300
10058.4805318,9186.85832238,249,800
10149.9068768,9882.71489971,249,250
10091.5,9849.25,249,150
9981.04925532,9889.67411409,249,100
10279.7035405,10179.5895211,249,50
10019.1082803,9687.89808917,249,500
9912.50000828,9425.00000242,249,150
10265.4377447,9576.49766457,249,500
10067.3913173,9797.82609011,249,300
10013.7286759,9634.19983753,249,400
10408.9743333,9814.10256404,249,100
9972.01250954,9525.34258451,249,500
10117.1428571,9994.28571429,249,50
9995.19678193,9964.99281107,249,50
10008.6956493,10008.6956493,249,0
9993.47610901,9993.47610901,249,0
9949.2523659,9919.97738675,249,50
10002.4476208,10002.4476208,249,0
9982.19144328,9950.31583572,249,50
9885.77586883,9798.70690323,249,200
10062.6651982,9623.89867841,249,400
9989.8642115,9829.53444011,249,200
10007.1428462,10007.1428462,249,0
10612.2449229,9628.57142802,249,100
10005.691144,10005.691144,249,0
9985.54386404,9985.54386404,249,0
9988.19218364,9988.19218364,249,0
10063.3333333,9721.66666667,249,250
10463.5,10463.5,249,0
9953.71301787,9631.85370882,249,450
10088.8461687,9717.30769521,249,300
9991.15703026,9958.98072172,249,50
10033.1730769,9978.36538462,249,50
9869.58564081,9365.80059704,249,700
10027.8724716,10027.8724716,249,0
10183.9140625,9836.5703125,249,150
9998.62068276,9998.62068276,249,0
9988.97387465,9895.44361797,249,150
10636.4705883,9201.17652534,249,100
9991.54680604,9991.54680604,249,0
9961.10198895,9747.85377355,249,250
10002.0658707,10002.0658707,249,0
10117.0,10117.0,249,0
9695.11107902,9438.44441282,249,550
10023.2692505,9987.3077028,249,50
10198.9169495,9832.49097473,249,150
9890.90909465,9763.63636736,249,200
10025.7144392,10025.7144392,249,0
10039.7333533,9679.73333568,249,300
10198.496994,9669.93987976,249,250
9990.20100503,9952.17755444,249,50
10018.2879,9911.67136896,249,100
10098.8080316,9835.19447256,249,200
9994.53333067,9994.53333067,249,0
9996.96968755,9954.54545342,249,100
9990.33106859,9861.02782616,249,150
9876.79045093,9202.60831123,249,500
9889.59901341,9581.57897254,249,400
11642.9826316,7985.38008772,249,350
10093.6754177,10093.6754177,249,0
9973.08312094,9829.83628007,249,200
9961.5959685,9730.4795428,249,300
9994.46960235,9952.79746725,249,50
9885.91160847,3855.17928661,249,3750
8656.625,1371.81730769,249,10350
7818.62375785,651.777624236,249,10450
23349.8311029,55.2361740018,249,8450
10078.7967222,2175.82087897,249,10500
9221.39437693,1829.14547488,249,10750
11762.3076923,79.6153846154,249,6250
9421.01348789,4.74714550527,249,9850
10632.9736944,27.3310410241,249,9850
8100.694744,3.15729959314,249,5600
10805.5411169,1187.82630312,249,10050
6614.17393913,3463.77393913,216,8950
7935.30947054,4696.04772558,249,9850
7373.4382501,19.2526994756,249,9800
11465.600137,5.60037948487,249,9000
7177.34691529,283.154992827,241,10300
12584.8484848,16.9801462905,249,9050
7155.45454545,53.6363636364,215,6200
7355.2672,173.2672,208,8550
8806.42372665,2.58879297084,249,10200
16606.2230074,52.0846872436,249,9450
10312.8324468,1926.53382067,249,10700
17714.5011144,1.85774216289,249,6800
13677.9749478,6.2630480167,249,7750
7934.46153846,4374.46153846,211,8900
9042.56013636,585.533207539,249,10500
9361.45899077,1794.68697455,249,10850
10818.1893688,51.807038793,249,8900
22905.416774,613.750123178,249,10700
9668.22041844,2046.57916698,249,10450
9030.5841949,852.393753273,249,10400
8598.49992857,48.4999285714,249,7600
8000.42735043,1526.06837607,249,10100
9606.03415098,338.724498971,249,10200
11532.2432909,5.52843603218,249,9450
8729.41809772,4012.35341679,249,11000
8870.54585559,2369.84432031,249,9850
